RELEVE_NR,COUNTRY,REFERENCE,TABLE_NR,NR_IN_TAB,COVERSCALE,PROJECT,AUTHOR,DATE,SYNTAXON,SURF_AREA,UTM,ALTITUDE,EXPOSITION,INCLINATIO,COV_TOTAL,COV_TREES,COV_SHRUBS,COV_HERBS,COV_MOSSES,COV_LICHEN,COV_ALGAE,COV_LITTER,COV_WATER,COV_ROCK,TREE_HIGH,TREE_LOW,SHRUB_HIGH,SHRUB_LOW,HERB_HIGH,HERB_LOW,HERB_MAX,CRYPT_HIGH,MOSS_IDENT,LICH_IDENT,REMARKS,COORD_CODE,SYNTAX_OLD,RESURVEY,FOR_EVA,RS_PROJECT,RS_SITE,RS_PLOT,RS_OBSERV,PLOT_SHAPE,MANIPULATE,MANIPTYP,LOC_METHOD,DATA_OWNER,EVA_ACCESS,LONGITUDE,LATITUDE,PRECISION,LOCALITY,BIAS_MIN,BIAS_GPS,CEBA_GRID,FIELD_NR,HABITAT,GEOLOGY,SOIL,WATER_PH,S_PH_H2O,S_PH_KCL,S_PH_CACL2,SOIL_PH,CONDUCT,NR_ORIG,HLOUBK_CM,DNO,CEL_PLO_M2,ZAROST_PLO,ESY_CODE,ESY_NAME,COV_WOOD,SOIL_DPT,TRAMPLING,PLOT_TYPE,RS_CODE,RS_PROJTYP,RADIATION,HEAT,LES,NELES
14,CZ,,,,02,,0669,20070719,,100.00,,280,340,47,0,60,20,30,8,0,0,0,0,10,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: David Zeleny + Ching Feng Li
",01,,,,,,,,,,,,,,164020.30,491423.30,,Bílovice n. Svitavou; 800 m J od středu obce,0,11,,14/2007,,,,,,,,,,,,,,,,,,,,,,,,,,
16,CZ,,,,02,,0669,20070720,,100.00,,392,120,33,0,75,0,60,20,0,0,0,0,20,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: David Zeleny + Ching Feng Li 
",01,,,,,,,,,,,,,,162206.90,492428.60,,"Borač (Tišnov), Přírodní park Svratecká vrchovina; 950 m SV od středu obce",0,9,,16/2007,,,,,,,,,,,,,,,,,,,,,,,,,,
18,CZ,,,,02,,0669,20070720,,100.00,,340,260,24,0,70,0,85,3,0,0,0,0,5,0,0,0.0,0.0,0,0,0,0,N,N,snimkovali: David Zeleny + Ching Feng Li,01,,,,,,,,,,,,,,162349.60,492239.20,,"Štěpánovice (Tišnov), Přírodní park Svratecká vrchovina; 850 m SV od středu obce",0,9,,18/2007,,,,,,,,,,,,,,,,,,,,,,,,,,
28,CZ,,,,02,,0669,20070729,,100.00,,431,,,0,70,0,55,8,0,0,0,0,10,0,0,0.0,0.0,0,0,0,0,N,N,snimkovali: David Zeleny + Ching Feng Li,01,,,,,,,,,,,,,,155710.70,490123.00,,"Rozkoš (Moravské Budějovice); 1,9 km ZJZ od středu obce",0,6,,28/2007,,,,,,,,,,,,,,,,,,,,,,,,,,
29,CZ,,,,02,,0669,20070729,,100.00,,429,,,0,85,0,30,5,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: David Zeleny + Ching Feng Li
",01,,,,,,,,,,,,,,155708.00,490115.20,,Rozkoš (Moravské Budějovice); 2 km ZJZ od středu obce,0,6,,29/2007,,,,,,,,,,,,,,,,,,,,,,,,,,
31,CZ,,,,02,,0669,20070729,,100.00,,411,,,0,75,15,25,5,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: David Zeleny + Ching Feng Li
",01,,,,,,,,,,,,,,155758.70,490038.70,,"Střelice (Moravské Budějovice), Přírodní park Jevišovka; 2,2 km SSZ od středu obce",0,0,,31/2007,,,,,,,,,,,,,,,,,,,,,,,,,,
32,CZ,,,,02,,0669,20070801,,100.00,,449,,,0,70,0,55,10,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: David Zeleny + Ching Feng Li
Viola reichenb",01,,,,,,,,,,,,,,160804.50,490849.00,,Sedlecký dvůr (Třebíč); 500 m JZ od středu obce,0,6,,32/2007,,,,,,,,,,,,,,,,,,,,,,,,,,
36,CZ,,,,02,,0669,20070801,,100.00,,444,220,4,0,80,0,7,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,snimkovali: David Zeleny + Ching Feng Li,01,,,,,,,,,,,,,,160656.20,490700.40,,"Slavětice (Třebíč); 1,6 km SSV od středu obce",0,11,,36/2007,,,,,,,,,,,,,,,,,,,,,,,,,,
41,CZ,,,,02,,0832,20070807,,100.00,,353,130,7,0,65,2,60,5,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,snimkovali Irena Vesela + David Zeleny,01,,,,,,,,,,,,,,162741.20,490820.50,,"Radostice (Brno), Přírodní park Doubrava; 1,3 km ZSZ od středu obce",0,6,,41/2007,,,,,,,,,,,,,,,,,,,,,,,,,,
42,CZ,,,,02,,0832,20070807,,100.00,,345,310,22,0,70,1,40,30,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,snimkovali Irena Vesela + David Zeleny,01,,,,,,,,,,,,,,162758.20,490918.50,,"Střelice (Brno); 1,4 km  Z od části obce U nádraží",0,6,,42/2007,,,,,,,,,,,,,,,,,,,,,,,,,,
43,CZ,,,,02,,0832,20070808,,100.00,,309,130,9,0,80,12,60,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,snimkovali Irena Vesela + David Zeleny,01,,,,,,,,,,,,,,163057.80,491243.50,,"Brno, Žebětín; 1,7 km J od jižního konce Brněnské přehrady",0,5,,43/2007,,,,,,,,,,,,,,,,,,,,,,,,,,
44,CZ,,,,02,,0832,20070808,,100.00,,359,270,21,0,55,0,45,5,0,0,0,0,3,0,0,0.0,0.0,0,0,0,0,N,N,snimkovali Irena Vesela + David Zeleny,01,,,,,,,,,,,,,,163207.60,491108.00,,"Brno, Kohoutovice; 800 m J od kostela",0,11,,44/2007,,,,,,,,,,,,,,,,,,,,,,,,,,
47,CZ,,,,02,,0832,20070808,,100.00,,340,190,20,0,80,0,25,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,snimkovali Irena Vesela + David Zeleny,01,,,,,,,,,,,,,,163137.40,491110.20,,"Brno, Kohoutovice; 1 km JZ od kostela",0,4,,47/2007,,,,,,,,,,,,,,,,,,,,,,,,,,
81,CZ,,,,02,,0669,20080729,,100.00,,283,175,25,0,40,0,30,20,0,0,0,0,40,0,0,0.0,0.0,0,0,0,0,N,N,snimkovali: David Zeleny + Ching Feng Li + Stepanka Kral,01,,,,,,,,,,,,,,161416.90,490601.10,,"Lhánice, Přír. park Střední Pojihlaví; 1,3 km SZ od Templštejna",0,5,,81/2008,,,,,,,,,,,,,,,,,,,,,,,,,,
82,CZ,,,,02,,0669,20080729,,100.00,,301,100,31,0,75,1,30,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,snimkovali: David Zeleny + Ching Feng Li + Stepanka Kral,01,,,,,,,,,,,,,,161435.90,490548.50,,"Lhánice, Přír. park Střední Pojihlaví; 750 m  SZ od Templštejna",0,5,,82/2008,,,,,,,,,,,,,,,,,,,,,,,,,,
83,CZ,,,,02,,0669,20080731,,100.00,,339,250,28,0,85,0,45,1,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,N,N,snimkovali: David Zeleny + Ching Feng Li,01,,,,,,,,,,,,,,161004.90,490957.40,,"Březník; 2,2 km ZJZ od kostela",0,11,,83/2008,,,,,,,,,,,,,,,,,,,,,,,,,,
86,CZ,,,,02,,0669,20080801,,100.00,,376,170,14,0,80,7,40,3,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,snimkovali: David Zeleny + Ching Feng Li + Milan Chytry,01,,,,,,,,,,,,,,161357.90,490910.00,,"Kuroslepy; 1,6 km V od středu obce",0,7,,86/2008,,,,,,,,,,,,,,,,,,,,,,,,,,
87,CZ,,,,02,,0669,20080801,,100.00,,408,225,23,0,65,10,65,5,0,0,0,0,2,0,0,0.0,0.0,0,0,0,0,N,N,snimkovali: David Zeleny + Ching Feng Li + Milan Chytry,01,,,,,,,,,,,,,,161419.00,490930.70,,"Ketkovice; 1,7 km Z od středu obce",0,5,,87/2008,,,,,,,,,,,,,,,,,,,,,,,,,,
89,CZ,,,,02,,0669,20080801,,100.00,,356,225,22,0,75,2,15,10,0,0,0,0,15,0,0,0.0,0.0,0,0,0,0,N,N,snimkovali: David Zeleny + Ching Feng Li + Milan Chytry,01,,,,,,,,,,,,,,161227.80,490606.80,,"Mohelno; 1,7 km JV od kostela",0,6,,89/2008,,,,,,,,,,,,,,,,,,,,,,,,,,
98,CZ,,,,02,,0669,20080807,,100.00,,388,90,7,0,75,3,40,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: David Zeleny + Ching Feng Li 
Hieracium sab",01,,,,,,,,,,,,,,162844.40,491153.90,,Brno-Žebětín; 1 km JJZ od kostela Sv. Bartoloměje,0,8,,98/2008,,,,,,,,,,,,,,,,,,,,,,,,,,
99,CZ,,,,02,,0669,20080807,,100.00,,443,250,6,0,65,1,85,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: David Zeleny + Ching Feng Li 
DOPSAT spravn",01,,,,,,,,,,,,,,162623.80,491038.90,,"Omice;  1,2 km SZ od kostela",0,8,,99/2008,,,,,,,,,,,,,,,,,,,,,,,,,,
100,CZ,,,,02,,0669,20080807,,100.00,,391,180,36,0,60,0,15,8,0,0,0,0,3,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: David Zeleny + Ching Feng Li 
Hieracium sab",01,,,,,,,,,,,,,,162625.30,491019.80,,Omice; 750 m ZSZ od kostela,0,6,,100/2008,,,,,,,,,,,,,,,,,,,,,,,,,,
101,CZ,,,,02,,0832,20090625,,100.00,,287,210,6,0,50,5,90,5,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova
",01,,,,,,,,,,,,,,163148.70,491455.50,,"Brno;  Mniší potok, 2 km SSV od hráze Brněnské přehrady",0,6,,1/2009,,,,,,,,,,,,,,,,,,,,,,,,,,
102,CZ,,,,02,,0832,20090625,,100.00,,254,350,13,0,70,5,65,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova
",01,,,,,,,,,,,,,,162727.40,491546.30,,"Veverská Bítýška; nad levým břehem přehrady, 800 m SSZ od hradu Veveří",0,5,,2/2009,,,,,,,,,,,,,,,,,,,,,,,,,,
103,CZ,,,,02,,0832,20090626,,100.00,,212,0,0,0,50,0,80,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova
",01,,,,,,,,,,,,,,164001.00,490726.00,,"Brno - Chrlice; Dvorský potok, asi 1,1 km JV od nádraží",0,5,,3/2009,,,,,,,,,,,,,,,,,,,,,,,,,,
104,CZ,,,,02,,0832,20090630,,100.00,,266,0,0,0,60,10,85,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova
",01,,,,,,,,,,,,,,163633.70,491421.40,,"Brno - Sadová; Zaječí potok, asi 200 m S od Zaječí hory",0,6,,4/2009,,,,,,,,,,,,,,,,,,,,,,,,,,
105,CZ,,,,02,,0832,20090701,,100.00,,240,290,17,0,70,8,80,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova
",01,,,,,,,,,,,,,,161935.10,490338.70,,Rokytná; 500 m JV od kostela,0,7,,5/2009,,,,,,,,,,,,,,,,,,,,,,,,,,
106,CZ,,,,02,,0832,20090702,,100.00,,330,180,3,0,85,0,75,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova
",01,,,,,,,,,,,,,,161005.20,490920.90,,"Kladeruby nad Oslavou; levý břeh Oslavy, 400 m SV od zámku Vlčí kopec",0,6,,6/2009,,,,,,,,,,,,,,,,,,,,,,,,,,
107,CZ,,,,02,,0832,20090702,,100.00,,350,90,2,0,85,5,70,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova
",01,,,,,,,,,,,,,,161006.60,490958.10,,"Březník; levý břeh Oslavy, 50 m SV od zříceniny Lamberk",0,9,,7/2009,,,,,,,,,,,,,,,,,,,,,,,,,,
108,CZ,,,,02,,0832,20090702,,100.00,,330,90,38,0,80,4,70,10,0,0,0,0,10,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova
",01,,,,,,,,,,,,,,161005.50,490957.90,,"Březník; levý břeh Oslavy, 50 m S od zříceniny Lamberk",0,9,,8/2009,,,,,,,,,,,,,,,,,,,,,,,,,,
109,CZ,,,,02,,0832,20090707,,100.00,,395,330,24,0,70,1,50,15,0,0,0,0,30,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova
",01,,,,,,,,,,,,,,155951.20,490151.00,,"Biskupice; pravý břeh Rokytné, 1,1 km JZ od kostela",0,6,,9/2009,,,,,,,,,,,,,,,,,,,,,,,,,,
110,CZ,,,,02,,0832,20090707,,100.00,,385,210,2,0,55,10,95,0,0,0,0,0,3,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova
",01,,,,,,,,,,,,,,155825.00,490219.60,,"Pulkov; levý břeh Rokytné, 300 m ZSZ od Pulkovského mlýna",0,6,,10/2009,,,,,,,,,,,,,,,,,,,,,,,,,,
111,CZ,,,,02,,0832,20090713,,100.00,,310,0,0,0,50,0,85,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova
",01,,,,,,,,,,,,,,164316.70,491358.80,,"Moravský kras; Údolí Říčky, 1,5 km SSV od Muchovy boudy",0,6,,11/2009,,,,,,,,,,,,,,,,,,,,,,,,,,
112,CZ,,,,02,,0832,20090713,,100.00,,310,250,24,0,80,5,60,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova
",01,,,,,,,,,,,,,,164257.60,491332.10,,"Moravský kras; Údolí Říčky, 600 m S od Muchovy boudy",0,8,,12/2009,,,,,,,,,,,,,,,,,,,,,,,,,,
113,CZ,,,,02,,0832,20090713,,100.00,,220,180,4,0,60,30,70,30,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova",01,,,,,,,,,,,,,,164308.10,491314.60,,"Moravský kras; Údolí Říčky, 100 m V od Muchovy boudy",0,6,,13/2009,,,,,,,,,,,,,,,,,,,,,,,,,,
114,CZ,,,,02,,0832,20090713,,100.00,,245,300,36,0,75,50,50,0,0,0,0,0,70,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova",01,,,,,,,,,,,,,,164301.10,491339.90,,"Moravský kras; Údolí Říčky, 800 m S od Muchovy boudy",0,7,,14/2009,,,,,,,,,,,,,,,,,,,,,,,,,,
115,CZ,,,,02,,0832,20090714,,100.00,,295,340,28,0,60,15,70,0,0,0,0,0,60,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova
",01,,,,,,,,,,,,,,161416.50,490830.60,,"Senorady; levý břeh Chvojnice, 800 m SSV od Senoradského mlýna",0,7,,15/2009,,,,,,,,,,,,,,,,,,,,,,,,,,
116,CZ,,,,02,,0832,20090714,,100.00,,280,310,20,0,70,10,45,0,0,0,0,0,45,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova
",01,,,,,,,,,,,,,,161410.10,490818.40,,"Senorady; levý břeh Chvojnice, 400 m SSV od Senoradského mlýna",0,9,,16/2009,,,,,,,,,,,,,,,,,,,,,,,,,,
117,CZ,,,,02,,0832,20090715,,100.00,,330,70,32,0,60,10,55,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova
",01,,,,,,,,,,,,,,162208.40,492448.50,,"Prudká; levý břeh Svratky, 600 m JJV od železniční zastávky",0,9,,17/2009,,,,,,,,,,,,,,,,,,,,,,,,,,
118,CZ,,,,02,,0832,20090715,,100.00,,370,130,32,0,50,5,45,0,0,0,0,0,40,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova
",01,,,,,,,,,,,,,,162215.70,492538.10,,"Prudká, 1 km SSV od železniční zastávky",0,9,,18/2009,,,,,,,,,,,,,,,,,,,,,,,,,,
119,CZ,,,,02,,0832,20090716,,100.00,,320,60,29,0,60,10,50,5,0,0,0,0,30,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova
Hieracium cf",01,,,,,,,,,,,,,,164316.30,491356.50,,"Moravský kras; Údolí Říčky, 1.4 km SSV od Muchovy boudy",0,5,,19/2009,,,,,,,,,,,,,,,,,,,,,,,,,,
120,CZ,,,,02,,0832,20090716,,100.00,,370,0,,0,65,0,75,10,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova
",01,,,,,,,,,,,,,,164305.70,491417.10,,"Moravský kras; Údolí Říčky, 1 km ZJZ od Horního mlýna",0,8,,20/2009,,,,,,,,,,,,,,,,,,,,,,,,,,
121,CZ,,,,02,,0832,20090716,,100.00,,400,230,4,0,60,5,80,0,0,0,0,0,15,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova
",01,,,,,,,,,,,,,,164427.60,491355.60,,"Moravský kras; Mokrá, asi 150 m S od Mokerské myslivny",0,5,,21/2009,,,,,,,,,,,,,,,,,,,,,,,,,,
122,CZ,,,,02,,0832,20090716,,100.00,,370,20,28,0,60,15,60,0,0,0,0,0,60,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova
",01,,,,,,,,,,,,,,164449.90,491431.20,,Moravský kras; 100 m S od jeskyně Švédův stůl,0,11,,22/2009,,,,,,,,,,,,,,,,,,,,,,,,,,
123,CZ,,,,02,,0832,20090720,,100.00,,435,30,29,0,80,25,70,0,0,0,0,0,5,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova
",01,,,,,,,,,,,,,,164339.10,491729.10,,"Moravský kras; Křtiny, 100 m SV od Drátenické jeskyně",0,7,,23/2009,,,,,,,,,,,,,,,,,,,,,,,,,,
124,CZ,,,,02,,0832,20090720,,100.00,,385,260,25,0,60,1,75,3,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova
",01,,,,,,,,,,,,,,164141.40,491821.20,,Moravský kras; 50 m J od Býčí skály,0,6,,24/2009,,,,,,,,,,,,,,,,,,,,,,,,,,
125,CZ,,,,02,,0832,20090721,,100.00,,271,0,0,0,65,30,95,10,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova
",01,,,,,,,,,,,,,,162402.20,491600.70,,"Lažánky; levý břeh Bílého potoka, 1.5 km JJV od kostela",0,6,,25/2009,,,,,,,,,,,,,,,,,,,,,,,,,,
126,CZ,,,,02,,0832,20090721,,100.00,,273,110,34,0,80,0,65,5,0,0,0,0,3,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova
",01,,,,,,,,,,,,,,162410.70,491609.60,,"Lažánky; levý břeh Bílého potoka, 1.4 km JJV od kostela",0,7,,26/2009,,,,,,,,,,,,,,,,,,,,,,,,,,
127,CZ,,,,02,,0832,20090721,,100.00,,350,0,,0,70,20,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova 
",01,,,,,,,,,,,,,,163500.90,491754.90,,Lelekovice; 900 m SSV od kostela,0,6,,27/2009,,,,,,,,,,,,,,,,,,,,,,,,,,
128,CZ,,,,02,,0832,20090722,,100.00,,336,50,41,0,80,10,70,0,0,0,0,0,90,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova
",01,,,,,,,,,,,,,,164114.90,491827.80,,"Moravský kras; levý břeh Křtinského potoka, 100 V od jeskyně Jáchymka",0,7,,28/2009,,,,,,,,,,,,,,,,,,,,,,,,,,
129,CZ,,,,02,,0832,20090722,,100.00,,350,0,0,0,60,10,85,10,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova
",01,,,,,,,,,,,,,,164024.10,491825.50,,"Moravský kras; Adamov, levý břeh Křtinského potoka, 1.5 km SV od nádraží",0,8,,29/2009,,,,,,,,,,,,,,,,,,,,,,,,,,
130,CZ,,,,02,,0832,20090722,,100.00,,305,80,28,0,70,10,85,0,0,0,0,0,80,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova
",01,,,,,,,,,,,,,,164022.10,491830.10,,"Moravský kras; Adamov, levý břeh Křtinského potoka, 1.6 km SSV od nádraží",0,6,,30/2009,,,,,,,,,,,,,,,,,,,,,,,,,,
131,CZ,,,,02,,0832,20090731,,100.00,,472,0,0,0,55,1,95,30,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova",01,,,,,,,,,,,,,,164834.10,491454.30,,"Hostěnice; Hostěnický potok, 2,8 km SV od kostela",0,6,,31/2009,,,,,,,,,,,,,,,,,,,,,,,,,,
132,CZ,,,,02,,0832,20090731,,100.00,,417,0,0,0,45,8,90,20,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,N,N,"snimkovali: Irena Vesela, Marie Vymazalova",01,,,,,,,,,,,,,,164745.00,491420.40,,"Hostěnice; Hostěnický potok, 1,5 km V od kostela",0,6,,32/2009,,,,,,,,,,,,,,,,,,,,,,,,,,
